date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:39:37	8266/8266	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:36%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/1.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/1.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:38	6987/6987	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:36%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/5.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/5.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:38	12342/12342	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:37%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/2.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/2.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:38	5322/5322	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:37%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/3.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/3.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:39	12753/12753	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:37%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/4.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/4.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:39	14256/14256	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:38%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/10.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/10.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:39	6332/6332	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:38%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/6.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/6.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:40	7329/7329	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:38%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/7.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/7.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:40	8283/8283	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:38%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/9.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/9.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:40	13100/13100	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:39%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/11.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/11.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:41	36184/36184	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:39%20GMT	https://htmldemo.net/destry/destry/assets/images/banner/big-banner.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/banner/big-banner.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:41	5605/5605	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:39%20GMT	https://htmldemo.net/destry/destry/assets/images/products/medium-size/8.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/medium-size/8.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:41	23192/23192	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:40%20GMT	https://htmldemo.net/destry/destry/assets/images/banner/banner-4.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/banner/banner-4.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:41	17555/17555	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:40%20GMT	https://htmldemo.net/destry/destry/assets/images/banner/banner-5.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/banner/banner-5.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:42	2316/2316	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:40%20GMT	https://htmldemo.net/destry/destry/assets/images/products/small-product/5.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/small-product/5.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:42	2312/2312	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:41%20GMT	https://htmldemo.net/destry/destry/assets/images/products/small-product/4.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/small-product/4.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:42	3209/3209	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:41%20GMT	https://htmldemo.net/destry/destry/assets/images/products/small-product/10.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/small-product/10.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:43	1841/1841	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:41%20GMT	https://htmldemo.net/destry/destry/assets/images/products/small-product/6.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/small-product/6.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:43	2482/2482	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:41%20GMT	https://htmldemo.net/destry/destry/assets/images/products/small-product/7.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/small-product/7.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:43	2794/2794	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:42%20GMT	https://htmldemo.net/destry/destry/assets/images/products/small-product/9.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/small-product/9.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:44	2939/2939	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:42%20GMT	https://htmldemo.net/destry/destry/assets/images/products/small-product/11.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/small-product/11.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:44	5392/5392	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Aug%202024%2015:39:42%20GMT	https://htmldemo.net/destry/destry/assets/images/brand-logo/1.png	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/brand-logo/1.png	(from https://htmldemo.net/destry/destry/index.html)
22:39:44	3346/3346	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Aug%202024%2015:39:43%20GMT	https://htmldemo.net/destry/destry/assets/images/brand-logo/2.png	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/brand-logo/2.png	(from https://htmldemo.net/destry/destry/index.html)
22:39:44	4029/4029	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Aug%202024%2015:39:43%20GMT	https://htmldemo.net/destry/destry/assets/images/brand-logo/3.png	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/brand-logo/3.png	(from https://htmldemo.net/destry/destry/index.html)
22:39:45	5223/5223	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Aug%202024%2015:39:43%20GMT	https://htmldemo.net/destry/destry/assets/images/brand-logo/4.png	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/brand-logo/4.png	(from https://htmldemo.net/destry/destry/index.html)
22:39:45	4849/4849	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Aug%202024%2015:39:44%20GMT	https://htmldemo.net/destry/destry/assets/images/brand-logo/5.png	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/brand-logo/5.png	(from https://htmldemo.net/destry/destry/index.html)
22:39:45	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202024%2015:39:44%20GMT	https://htmldemo.net/destry/destry/account.html	D:/template/template-fashion/htmldemo.net/destry/destry/account.html	(from https://htmldemo.net/destry/destry/index.html)
22:39:46	10303/10303	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:44%20GMT	https://htmldemo.net/destry/destry/assets/images/products/large-size/1.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/large-size/1.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:46	14495/14495	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:45%20GMT	https://htmldemo.net/destry/destry/assets/images/products/large-size/2.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/large-size/2.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:46	8384/8384	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:45%20GMT	https://htmldemo.net/destry/destry/assets/images/products/large-size/3.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/large-size/3.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:47	10882/10882	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:45%20GMT	https://htmldemo.net/destry/destry/assets/images/products/large-size/4.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/large-size/4.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:47	7699/7699	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:45%20GMT	https://htmldemo.net/destry/destry/assets/images/products/large-size/5.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/large-size/5.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:47	7501/7501	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:46%20GMT	https://htmldemo.net/destry/destry/assets/images/products/large-size/6.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/products/large-size/6.jpg	(from https://htmldemo.net/destry/destry/index.html)
22:39:47	80371/80371	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c52-139f3%22	https://htmldemo.net/destry/destry/assets/js/vendor/bootstrap.bundle.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/vendor/bootstrap.bundle.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:48	89500/89500	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c52-15d9c%22	https://htmldemo.net/destry/destry/assets/js/vendor/jquery-3.6.0.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/vendor/jquery-3.6.0.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:48	11223/11223	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c54-2bd7%22	https://htmldemo.net/destry/destry/assets/js/vendor/jquery-migrate-3.3.2.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/vendor/jquery-migrate-3.3.2.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:48	8606/8606	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c55-219e%22	https://htmldemo.net/destry/destry/assets/js/vendor/modernizr-3.11.2.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/vendor/modernizr-3.11.2.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:49	4298/4298	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c47-10ca%22	https://htmldemo.net/destry/destry/assets/js/plugins/countdown.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/plugins/countdown.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:49	14243/14243	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c48-37a3%22	https://htmldemo.net/destry/destry/assets/js/plugins/aos.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/plugins/aos.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:51	141486/141486	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c4e-228ae%22	https://htmldemo.net/destry/destry/assets/js/plugins/swiper-bundle.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/plugins/swiper-bundle.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:52	2948/2948	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c4c-b84%22	https://htmldemo.net/destry/destry/assets/js/plugins/nice-select.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/plugins/nice-select.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:52	2491/2491	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c49-9bb%22	https://htmldemo.net/destry/destry/assets/js/plugins/jquery.ajaxchimp.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/plugins/jquery.ajaxchimp.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:52	247795/247795	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c4a-3c7f3%22	https://htmldemo.net/destry/destry/assets/js/plugins/jquery-ui.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/plugins/jquery-ui.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:53	56745/56745	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c4c-dda9%22	https://htmldemo.net/destry/destry/assets/js/plugins/lightgallery-all.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/plugins/lightgallery-all.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:53	5431/5431	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68c4e-1537%22	https://htmldemo.net/destry/destry/assets/js/plugins/thia-sticky-sidebar.min.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/plugins/thia-sticky-sidebar.min.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:54	17720/17720	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b68be9-4538%22	https://htmldemo.net/destry/destry/assets/js/main.js	D:/template/template-fashion/htmldemo.net/destry/destry/assets/js/main.js	(from https://htmldemo.net/destry/destry/index.html)
22:39:54	24886/24886	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:53%20GMT	https://htmldemo.net/destry/destry/assets/images/slider/slide-2.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/slider/slide-2.jpg	(from https://htmldemo.net/destry/destry/index-2.html)
22:39:55	28337/28337	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:53%20GMT	https://htmldemo.net/destry/destry/assets/images/slider/slide-2-2.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/slider/slide-2-2.jpg	(from https://htmldemo.net/destry/destry/index-2.html)
22:39:55	27846/27846	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:39:53%20GMT	https://htmldemo.net/destry/destry/assets/images/blog/blog-post/1.jpg	D:/template/template-fashion/htmldemo.net/destry/destry/assets/images/blog/blog-post/1.html	(from https://htmldemo.net/destry/destry/index-2.html)
